25,41,Delivered,9/7/2022,2022-10-09 17:17:07.661 +00:00,2022-10-09 17:17:07.661 +00:00
26,15,Payment Completed,9/15/2022,2022-10-09 17:17:07.661 +00:00,2022-10-09 17:17:07.661 +00:00
27,25,Delivered,9/4/2022,2022-10-09 17:17:07.661 +00:00,2022-10-09 17:17:07.661 +00:00
28,20,On its way to you,9/9/2022,2022-10-09 17:17:07.661 +00:00,2022-10-09 17:17:07.661 +00:00
29,10,A waiting Logistics patner,9/24/2022,2022-10-09 17:17:07.661 +00:00,2022-10-09 17:17:07.661 +00:00
30,50,On its way to you,9/3/2022,2022-10-09 17:17:07.661 +00:00,2022-10-09 17:17:07.661 +00:00
31,5,Filling Boxes,9/15/2022,2022-10-09 17:17:07.661 +00:00,2022-10-09 17:17:07.661 +00:00
32,8,A waiting Logistics patner,9/6/2022,2022-10-09 17:17:07.661 +00:00,2022-10-09 17:17:07.661 +00:00
33,13,Payment Completed,9/16/2022,2022-10-09 17:17:07.661 +00:00,2022-10-09 17:17:07.661 +00:00
34,7,Delivered,9/7/2022,2022-10-09 17:17:07.661 +00:00,2022-10-09 17:17:07.661 +00:00
35,22,Filling Boxes,9/23/2022,2022-10-09 17:17:07.661 +00:00,2022-10-09 17:17:07.661 +00:00
36,3,Filling Boxes,9/23/2022,2022-10-09 17:17:07.661 +00:00,2022-10-09 17:17:07.661 +00:00
37,39,A waiting Logistics patner,9/17/2022,2022-10-09 17:17:07.661 +00:00,2022-10-09 17:17:07.661 +00:00
38,5,On its way to you,9/1/2022,2022-10-09 17:17:07.661 +00:00,2022-10-09 17:17:07.661 +00:00
39,23,On its way to you,9/19/2022,2022-10-09 17:17:07.661 +00:00,2022-10-09 17:17:07.661 +00:00
40,33,Delivered,9/19/2022,2022-10-09 17:17:07.661 +00:00,2022-10-09 17:17:07.661 +00:00
41,39,A waiting Logistics patner,9/8/2022,2022-10-09 17:17:07.661 +00:00,2022-10-09 17:17:07.661 +00:00
42,43,Delivered,9/23/2022,2022-10-09 17:17:07.661 +00:00,2022-10-09 17:17:07.661 +00:00
43,37,Filling Boxes,9/3/2022,2022-10-09 17:17:07.661 +00:00,2022-10-09 17:17:07.661 +00:00
44,33,Payment Completed,9/23/2022,2022-10-09 17:17:07.661 +00:00,2022-10-09 17:17:07.661 +00:00
45,43,Delivered,9/7/2022,2022-10-09 17:17:07.661 +00:00,2022-10-09 17:17:07.661 +00:00
46,7,Filling Boxes,9/12/2022,2022-10-09 17:17:07.661 +00:00,2022-10-09 17:17:07.661 +00:00
47,23,A waiting Logistics patner,9/24/2022,2022-10-09 17:17:07.661 +00:00,2022-10-09 17:17:07.661 +00:00
48,26,Delivered,9/11/2022,2022-10-09 17:17:07.661 +00:00,2022-10-09 17:17:07.661 +00:00
49,2,Payment Completed,9/10/2022,2022-10-09 17:17:07.661 +00:00,2022-10-09 17:17:07.661 +00:00
50,32,A waiting Logistics patner,9/10/2022,2022-10-09 17:17:07.661 +00:00,2022-10-09 17:17:07.661 +00:00
51,26,Delivered,9/15/2022,2022-10-09 17:17:07.661 +00:00,2022-10-09 17:17:07.661 +00:00
52,19,Payment Completed,9/3/2022,2022-10-09 17:17:07.661 +00:00,2022-10-09 17:17:07.661 +00:00
53,42,Credit Checking,9/16/2022,2022-10-09 17:17:07.661 +00:00,2022-10-09 17:17:07.661 +00:00
54,33,Payment Completed,9/18/2022,2022-10-09 17:17:07.661 +00:00,2022-10-09 17:17:07.661 +00:00
55,36,Credit Checking,9/15/2022,2022-10-09 17:17:07.661 +00:00,2022-10-09 17:17:07.661 +00:00
56,49,Delivered,9/22/2022,2022-10-09 17:17:07.661 +00:00,2022-10-09 17:17:07.661 +00:00
57,18,Credit Checking,9/20/2022,2022-10-09 17:17:07.661 +00:00,2022-10-09 17:17:07.661 +00:00
58,21,Payment Completed,9/24/2022,2022-10-09 17:17:07.661 +00:00,2022-10-09 17:17:07.661 +00:00
59,11,Delivered,9/24/2022,2022-10-09 17:17:07.661 +00:00,2022-10-09 17:17:07.661 +00:00
60,19,Payment Completed,9/24/2022,2022-10-09 17:17:07.661 +00:00,2022-10-09 17:17:07.661 +00:00
61,32,On its way to you,9/15/2022,2022-10-09 17:17:07.661 +00:00,2022-10-09 17:17:07.661 +00:00
62,40,On its way to you,9/20/2022,2022-10-09 17:17:07.661 +00:00,2022-10-09 17:17:07.661 +00:00
63,12,Filling Boxes,9/5/2022,2022-10-09 17:17:07.661 +00:00,2022-10-09 17:17:07.661 +00:00
64,31,On its way to you,9/13/2022,2022-10-09 17:17:07.661 +00:00,2022-10-09 17:17:07.661 +00:00
65,10,Credit Checking,9/20/2022,2022-10-09 17:17:07.661 +00:00,2022-10-09 17:17:07.661 +00:00
66,49,On its way to you,9/17/2022,2022-10-09 17:17:07.661 +00:00,2022-10-09 17:17:07.661 +00:00
67,49,Credit Checking,9/20/2022,2022-10-09 17:17:07.661 +00:00,2022-10-09 17:17:07.661 +00:00
68,44,Delivered,9/20/2022,2022-10-09 17:17:07.661 +00:00,2022-10-09 17:17:07.661 +00:00
69,18,Credit Checking,9/5/2022,2022-10-09 17:17:07.661 +00:00,2022-10-09 17:17:07.661 +00:00
70,12,On its way to you,9/19/2022,2022-10-09 17:17:07.661 +00:00,2022-10-09 17:17:07.661 +00:00
71,14,Filling Boxes,9/1/2022,2022-10-09 17:17:07.661 +00:00,2022-10-09 17:17:07.661 +00:00
72,35,Filling Boxes,9/4/2022,2022-10-09 17:17:07.661 +00:00,2022-10-09 17:17:07.661 +00:00
73,23,Delivered,9/7/2022,2022-10-09 17:17:07.661 +00:00,2022-10-09 17:17:07.661 +00:00
74,7,Filling Boxes,9/23/2022,2022-10-09 17:17:07.661 +00:00,2022-10-09 17:17:07.661 +00:00
75,32,On its way to you,9/8/2022,2022-10-09 17:17:07.661 +00:00,2022-10-09 17:17:07.661 +00:00
76,18,Delivered,9/11/2022,2022-10-09 17:17:07.661 +00:00,2022-10-09 17:17:07.661 +00:00
77,25,A waiting Logistics patner,9/23/2022,2022-10-09 17:17:07.661 +00:00,2022-10-09 17:17:07.661 +00:00
78,11,On its way to you,9/18/2022,2022-10-09 17:17:07.661 +00:00,2022-10-09 17:17:07.661 +00:00
79,18,On its way to you,9/6/2022,2022-10-09 17:17:07.661 +00:00,2022-10-09 17:17:07.661 +00:00
80,41,Delivered,9/8/2022,2022-10-09 17:17:07.661 +00:00,2022-10-09 17:17:07.661 +00:00
81,24,On its way to you,9/14/2022,2022-10-09 17:17:07.661 +00:00,2022-10-09 17:17:07.661 +00:00
82,40,Delivered,9/3/2022,2022-10-09 17:17:07.661 +00:00,2022-10-09 17:17:07.661 +00:00
83,39,Filling Boxes,9/3/2022,2022-10-09 17:17:07.661 +00:00,2022-10-09 17:17:07.661 +00:00
84,36,Delivered,9/4/2022,2022-10-09 17:17:07.661 +00:00,2022-10-09 17:17:07.661 +00:00
85,35,Credit Checking,9/12/2022,2022-10-09 17:17:07.661 +00:00,2022-10-09 17:17:07.661 +00:00
86,22,Payment Completed,9/8/2022,2022-10-09 17:17:07.661 +00:00,2022-10-09 17:17:07.661 +00:00
87,15,A waiting Logistics patner,9/15/2022,2022-10-09 17:17:07.661 +00:00,2022-10-09 17:17:07.661 +00:00
88,8,A waiting Logistics patner,9/17/2022,2022-10-09 17:17:07.661 +00:00,2022-10-09 17:17:07.661 +00:00
89,14,Delivered,9/19/2022,2022-10-09 17:17:07.661 +00:00,2022-10-09 17:17:07.661 +00:00
90,17,Filling Boxes,9/23/2022,2022-10-09 17:17:07.661 +00:00,2022-10-09 17:17:07.661 +00:00
91,12,Delivered,9/2/2022,2022-10-09 17:17:07.661 +00:00,2022-10-09 17:17:07.661 +00:00
92,32,Filling Boxes,9/15/2022,2022-10-09 17:17:07.661 +00:00,2022-10-09 17:17:07.661 +00:00
93,19,Filling Boxes,9/7/2022,2022-10-09 17:17:07.661 +00:00,2022-10-09 17:17:07.661 +00:00
94,18,Credit Checking,9/8/2022,2022-10-09 17:17:07.661 +00:00,2022-10-09 17:17:07.661 +00:00
95,4,A waiting Logistics patner,9/22/2022,2022-10-09 17:17:07.661 +00:00,2022-10-09 17:17:07.661 +00:00
96,33,A waiting Logistics patner,9/14/2022,2022-10-09 17:17:07.661 +00:00,2022-10-09 17:17:07.661 +00:00
97,49,Delivered,9/16/2022,2022-10-09 17:17:07.661 +00:00,2022-10-09 17:17:07.661 +00:00
98,10,Filling Boxes,9/11/2022,2022-10-09 17:17:07.661 +00:00,2022-10-09 17:17:07.661 +00:00
99,45,Filling Boxes,9/7/2022,2022-10-09 17:17:07.661 +00:00,2022-10-09 17:17:07.661 +00:00
100,6,Delivered,9/22/2022,2022-10-09 17:17:07.661 +00:00,2022-10-09 17:17:07.661 +00:00
